mutton,beef,chicken,pork,fish,herring,curd,sour_creame,butter,milk_kefir,cheese,egg,margarine,oil,salt
0.0,407.16790000000003,211.99990000000005,342.35409999999973,358.54700000000025,311.9063,431.4753000000001,352.8891999999997,585.5621999999992,70.97189999999999,548.9092999999996,6.405599999999993,0.0,105.8361,29.6644
362.2801000000001,319.8883999999999,161.71829999999986,241.51430000000033,323.17170000000004,197.20820000000012,270.7660000000001,186.5586,458.3641000000004,47.96509999999999,465.2578999999998,5.743900000000004,125.33180000000002,77.83559999999994,14.141499999999999
0.0,354.1274000000002,150.07570000000004,237.46690000000007,461.0332000000003,225.28639999999993,256.9313,189.36910000000017,429.9523999999999,52.676399999999994,434.6789,6.309700000000003,91.66189999999999,71.18410000000003,11.901900000000005
0.0,270.73859999999974,158.09180000000006,218.68540000000013,215.76429999999996,163.14650000000026,230.68130000000002,185.8632,418.7017000000002,47.00640000000003,408.3478000000005,6.038799999999994,111.6823999999999,70.13820000000005,12.824499999999999
277.251,285.9944999999998,168.8330000000001,251.61850000000013,271.18739999999997,206.61999999999992,233.41110000000018,144.12250000000006,446.3379000000003,48.840299999999964,442.0204,5.683900000000001,95.70200000000004,75.36719999999998,13.515000000000002
0.0,335.9347999999999,152.66810000000004,247.4579000000002,316.68099999999964,164.72079999999988,268.78230000000013,196.44180000000003,453.5075999999997,48.67290000000003,425.86670000000004,6.076399999999998,99.87510000000002,69.91849999999998,12.275300000000005
85.27960000000002,359.4582999999999,159.5761000000002,226.65630000000016,295.5404000000003,235.56280000000007,260.9269000000001,187.0221999999999,521.6952,50.171400000000034,433.1460999999997,5.966200000000003,103.25810000000003,72.3071,21.2901
4.5025,362.7077,155.9542000000001,243.10529999999991,336.7251999999998,197.2724,257.5510999999999,199.47279999999984,450.34919999999954,51.48439999999996,431.6709999999998,6.246899999999998,126.70229999999997,71.93540000000002,18.564500000000013
406.19350000000026,389.93600000000004,191.98450000000005,255.92940000000013,480.37859999999966,247.29850000000027,288.71810000000016,168.35980000000015,616.3389000000001,59.17260000000006,511.6520999999999,6.087800000000007,113.49650000000013,94.9486000000001,31.662700000000015
234.6994,339.408,177.89320000000015,241.84249999999997,346.8420000000003,194.3125,231.5369999999997,185.02289999999996,473.93090000000007,48.64550000000003,437.43190000000004,5.915200000000004,99.94179999999994,72.30160000000004,16.374499999999994
0.0,321.5868999999999,183.8373,292.90220000000005,0.0,180.2707,374.48299999999995,217.08090000000007,585.8438000000001,63.68930000000003,454.4044999999998,6.0097000000000005,100.06920000000004,81.70389999999999,17.247400000000013
464.66270000000003,474.08490000000035,220.82800000000003,289.6092,581.6416999999997,320.6713999999997,315.13660000000027,202.95420000000016,618.9436000000002,63.82079999999997,565.7501999999997,6.617200000000006,117.83160000000011,114.15929999999989,44.975999999999985
0.0,290.2208999999998,132.14690000000024,226.2008999999998,198.91559999999993,141.2925,245.84689999999995,179.64259999999996,485.1081999999997,48.16170000000004,420.45360000000005,6.266800000000005,98.68510000000008,71.14299999999993,12.968300000000008
106.88529999999999,399.0984999999999,155.5457,240.15760000000003,347.93120000000005,195.4445,283.0625999999999,181.79710000000006,465.2646000000002,53.15460000000005,432.0046,5.8859,118.96939999999995,72.33599999999996,17.42769999999999
0.0,319.65340000000026,127.30900000000001,226.54320000000004,500.92810000000014,216.69319999999962,237.12159999999997,191.09470000000007,315.3142000000005,53.949000000000005,418.50169999999946,6.343500000000001,71.74450000000003,75.55140000000002,16.43249999999999
221.63629999999975,352.4532,147.14139999999995,242.82500000000007,326.7039999999997,148.4683,232.95460000000014,162.06009999999986,475.1158999999999,47.16739999999998,441.4784000000003,6.424400000000007,110.73359999999995,75.72219999999997,14.35009999999999
0.0,295.68760000000003,157.05199999999985,241.30189999999996,379.8978000000003,183.1668,270.80869999999993,188.43690000000004,504.4676,49.38379999999998,463.0561000000003,6.426400000000008,105.77710000000005,75.83990000000003,13.855300000000002
239.8697000000001,280.7819999999999,157.92490000000006,262.767,174.40130000000008,170.3224,278.8456000000001,241.8271999999998,378.52609999999993,59.59920000000002,437.0843999999997,5.313699999999995,110.16889999999994,88.1121999999999,16.502899999999997
10.6998,266.8472999999998,138.24879999999993,233.32019999999997,322.4566999999998,219.79410000000007,249.8156,181.52870000000001,366.29599999999954,52.5404,421.4588000000004,5.902499999999999,86.84309999999994,74.14590000000001,13.032200000000014
105.4844,284.75319999999977,161.94460000000012,236.49659999999997,308.17320000000007,209.32179999999988,220.2579,171.59839999999988,524.0403999999996,39.44349999999998,403.9137999999999,5.441300000000002,101.31120000000014,73.3128,16.48169999999998
0.0,346.31290000000047,151.73490000000004,238.06910000000005,316.524,183.15819999999997,242.4811999999997,188.66639999999998,408.11789999999957,51.89360000000004,402.71619999999973,6.044200000000001,110.11609999999993,71.90780000000004,14.605499999999997
0.0,426.66549999999967,199.15450000000013,291.88289999999984,299.5003999999997,238.81939999999992,307.1328,218.13220000000004,524.0382,65.53209999999994,517.7191000000003,6.901699999999997,136.89330000000007,88.6268,22.00870000000002
0.0,286.4622999999999,165.79209999999995,288.77110000000016,428.6077000000002,220.43280000000001,274.0582999999999,190.26199999999994,491.4716000000001,58.348,508.89189999999974,6.316100000000003,130.28839999999994,81.69299999999998,19.970900000000015
0.0,0.0,263.82969999999995,180.142,0.0,141.10440000000006,202.96489999999983,284.85619999999994,657.5750999999992,86.61620000000002,596.3270000000001,7.740499999999992,0.0,117.70980000000007,0.7809
0.0,0.0,244.23659999999992,549.1460999999999,0.0,0.0,533.6736,682.7326999999999,340.4205,114.50479999999989,848.5815000000001,9.903300000000002,0.0,119.05340000000004,0.0
0.0,392.4196999999999,182.40779999999998,265.10750000000024,425.73920000000015,217.35890000000003,300.33419999999995,204.15230000000014,452.44109999999984,59.46700000000003,485.02690000000007,6.179800000000003,128.15769999999998,83.68769999999996,18.398800000000005
49.071999999999996,403.63430000000005,219.5179000000001,414.9922999999999,198.5552,282.5695,428.7650000000002,421.1340999999998,625.6342000000005,84.79620000000011,581.3582000000002,8.798699999999995,0.0,108.86499999999997,27.81980000000003
0.0,349.8444000000004,169.74089999999987,265.4640000000002,346.55440000000016,213.93559999999994,264.42290000000025,206.71790000000004,536.3955000000003,54.207999999999984,450.5429000000004,5.917400000000004,117.2624999999999,74.44559999999997,19.112099999999995
252.36729999999991,321.88920000000013,157.34279999999987,226.78259999999997,280.66219999999976,213.55389999999986,245.07690000000005,146.6385999999998,406.97759999999994,44.3074,431.96590000000026,5.670800000000005,85.52940000000002,75.37029999999993,12.106700000000014
40.6779,397.2333999999999,181.39120000000003,236.275,421.43610000000007,270.36700000000013,265.5247,157.52400000000011,540.2762999999998,57.77489999999996,451.8797999999999,5.3971999999999944,127.28459999999994,88.14699999999995,17.422599999999985
0.0,328.72579999999994,155.28270000000018,221.34769999999997,235.94680000000014,187.5736,207.7480000000001,168.55769999999995,472.10069999999956,46.36059999999997,423.96119999999996,5.674000000000003,104.41380000000005,72.89310000000003,12.253199999999998
0.0,279.6531999999998,136.4461,230.24049999999988,317.7178000000002,137.05339999999998,242.82939999999988,180.37810000000002,471.5776000000002,49.00710000000003,401.2119999999999,6.712400000000002,104.50429999999994,73.96449999999997,12.695200000000016
0.0,256.0266999999999,152.09379999999993,259.50849999999974,236.84150000000002,139.7741999999999,236.85439999999966,173.07560000000024,484.4972,51.94820000000002,472.20389999999963,5.867799999999996,128.5851000000001,71.8605000000001,9.625400000000004
0.0,328.73720000000003,158.9969999999999,250.0187999999999,269.0980000000001,121.87669999999997,243.9130999999998,188.77279999999988,465.48749999999956,46.71559999999997,372.6631,5.827899999999999,107.05589999999997,72.56560000000003,11.408699999999996
197.33850000000007,306.2158000000001,150.03279999999992,242.34430000000023,298.3809000000002,186.38890000000004,253.5185999999997,160.77430000000018,435.56889999999976,51.60529999999997,430.6084,5.909000000000003,120.40469999999998,73.51090000000005,15.857099999999981
0.0,248.98450000000014,189.03260000000003,252.5740999999999,296.1152,197.29560000000012,293.8482999999998,233.11979999999988,302.6361000000003,55.19220000000002,438.82300000000004,5.872999999999995,116.9828999999999,77.82129999999998,16.194000000000013
0.0,299.3648,168.39800000000014,235.43640000000028,392.46160000000003,199.68999999999986,260.4496000000001,177.61159999999984,417.75050000000033,48.780799999999964,467.3889000000001,6.1612999999999944,131.91420000000005,82.49640000000001,16.309100000000015
0.0,307.11170000000004,139.75379999999993,236.0914999999999,368.3886999999998,203.94159999999982,222.6693000000002,151.9400000000001,434.0896,46.419399999999975,427.90960000000007,6.116299999999998,103.98150000000005,67.32569999999998,11.92700000000001
0.0,312.56309999999985,182.5181000000001,285.6168,360.7155999999999,288.66409999999956,281.3983000000002,208.6627999999999,543.8344999999996,59.04949999999996,559.8483000000001,6.7965,110.96929999999989,83.51779999999997,19.335900000000006
0.0,405.23430000000013,264.05130000000014,367.47589999999974,283.2052000000003,394.59780000000035,491.62839999999994,421.8755999999999,510.2509999999995,89.5257,565.6451000000006,7.343400000000003,0.0,108.75290000000008,26.928999999999995
1.8908,383.52599999999984,149.19400000000007,237.0629000000003,242.60419999999976,169.7362000000002,280.3926999999996,197.1022,458.0356,52.56490000000002,442.83329999999955,6.289700000000003,102.89150000000004,72.08320000000002,13.674000000000001
343.2519000000001,377.37669999999997,161.95100000000005,242.20890000000006,415.33690000000007,245.76739999999984,274.2751,166.29870000000014,576.6566,56.617299999999986,471.3205999999999,6.010500000000002,115.53349999999993,77.20230000000004,21.265999999999984
434.4901000000004,407.61650000000003,178.5371999999999,278.6729,467.23260000000033,232.37480000000014,284.2566000000002,197.6108,530.2181,58.36680000000002,517.0381000000001,6.232500000000004,103.11669999999997,83.03210000000004,31.090400000000017
0.0,380.44280000000015,153.98339999999996,215.67579999999975,376.5694,201.39119999999994,262.7594999999998,178.90150000000008,498.5793,49.97930000000001,411.4387000000001,5.900200000000002,105.12010000000004,70.63420000000002,20.112900000000035
0.0,416.8500000000002,170.0542999999999,263.7975999999998,371.8708000000001,289.773,313.77369999999996,163.19579999999985,591.6772000000002,60.789699999999954,452.2598000000006,5.231199999999998,110.85900000000005,87.72979999999998,20.315600000000014
259.7498,359.1566,160.60990000000004,240.95840000000015,383.13330000000036,170.06059999999982,225.7229999999998,171.63389999999998,452.6433999999999,53.669000000000025,411.2673999999999,6.104000000000001,126.57639999999998,75.29719999999999,17.120799999999996
286.7843000000002,339.8433999999998,170.46579999999992,244.92579999999987,372.35969999999986,197.77419999999995,255.62529999999992,138.89539999999997,418.2875,50.850099999999976,447.5853000000001,5.554100000000008,96.9242,80.82270000000001,12.972000000000001
385.8506000000002,233.60529999999994,156.3307999999999,238.5339000000001,379.92699999999985,192.27210000000002,249.1783999999999,147.44409999999993,363.61379999999986,52.67700000000001,407.0261999999998,6.129,103.56219999999989,75.96029999999992,24.01570000000001
0.0,357.6907,207.3634,327.1351000000002,456.7936999999997,214.60379999999995,343.6405999999999,201.72100000000003,591.5613999999997,55.77079999999999,461.98970000000065,5.383500000000001,122.75670000000005,85.178,16.983400000000003
386.4435000000002,418.807,208.76459999999994,311.3726000000001,370.43879999999996,203.05799999999996,385.4683,219.39599999999982,599.4417000000004,68.57039999999995,470.64650000000046,6.073600000000004,123.90110000000006,87.35119999999998,19.16160000000001
0.0,423.0534,176.7049000000001,276.56769999999983,270.1963999999999,254.62530000000004,288.01940000000013,199.1691999999999,503.9684000000002,49.45890000000002,435.2537000000001,6.349999999999999,127.29259999999991,80.08610000000007,15.371500000000026
357.4088000000001,304.4415999999998,155.35649999999995,237.7201000000001,257.6001000000003,186.84359999999992,262.5318000000001,160.67100000000002,478.2619999999999,45.82540000000001,449.8418999999995,5.682099999999998,109.64430000000006,73.71519999999991,16.33929999999999
0.0,337.9684000000002,155.683,228.92660000000004,267.36189999999993,225.99409999999986,256.759,171.68700000000004,424.68559999999985,50.66709999999996,435.0629,5.639900000000007,86.10449999999997,75.27710000000003,12.974699999999986
0.0,148.43669999999992,146.3544,249.06219999999988,307.9681000000003,163.6671,252.7338000000002,190.49630000000016,490.1924000000005,46.74460000000001,444.7161000000001,7.004000000000002,122.13479999999987,72.15690000000001,12.864700000000006
0.0,280.4888999999997,154.55000000000007,228.6343000000001,315.1883999999997,153.90339999999998,252.67059999999995,180.94250000000014,455.6583999999996,48.915,425.1627000000001,5.9621,102.15899999999998,71.55919999999998,13.764599999999994
0.0,348.3181000000001,152.15070000000017,241.3356,303.2857999999999,123.07649999999981,249.26330000000027,189.9006999999999,383.22780000000034,49.989299999999986,417.53849999999983,6.046400000000001,92.52109999999993,76.28549999999997,12.754499999999997
0.0,308.1366,152.60640000000012,251.4393,273.16990000000004,183.5550999999998,278.30119999999994,192.60750000000007,426.55030000000005,50.17920000000004,441.96370000000024,6.660599999999997,106.64819999999997,80.08219999999999,17.259
0.0,115.77029999999993,168.93869999999995,258.5091999999998,0.0,177.52470000000002,254.81319999999994,133.57529999999997,401.9299999999997,41.487300000000005,440.4972000000003,5.879000000000007,88.20260000000003,73.03659999999999,10.841299999999999
94.89959999999994,179.55010000000004,149.96810000000013,225.50670000000014,341.6471000000002,192.3887999999999,245.77080000000038,178.58690000000016,406.8826,48.67849999999999,437.96649999999977,6.194899999999998,129.93460000000002,77.21140000000005,13.426600000000008
324.5321999999999,281.70919999999995,187.64770000000007,237.14639999999997,276.88709999999975,144.28830000000005,300.1367999999999,234.28930000000034,439.88249999999994,53.04099999999995,374.3506000000003,6.948000000000003,113.98280000000001,77.59849999999997,16.8996
0.0,382.8033999999999,180.55649999999994,14.746599999999999,189.9942,247.2701000000001,221.20719999999986,128.68259999999992,432.98860000000025,52.490499999999976,408.8021999999999,6.162299999999993,42.815499999999986,83.18930000000005,21.27730000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.60789999999999,388.68359999999984,175.43450000000013,0.0,160.13760000000016,93.21900000000004,234.97440000000014,197.24380000000005,452.12919999999997,67.26909999999997,398.6901,6.375499999999996,0.0,90.046,21.849600000000013
0.0,0.0,156.46610000000015,228.6876000000001,0.0,250.39709999999988,233.14979999999977,152.21580000000006,343.7400999999998,48.56839999999998,389.66580000000016,5.722200000000002,89.6134,69.23010000000001,10.619000000000014
0.0,378.6313999999999,218.40469999999988,351.80799999999977,292.2129000000003,295.38159999999965,398.4467000000002,222.8884999999999,527.2489999999997,69.20199999999998,485.9138,8.199900000000003,177.71729999999988,102.40680000000003,24.87359999999999
0.0,236.13979999999978,194.6434,0.0,0.0,198.57620000000003,296.6069000000003,244.58140000000003,522.1068000000005,62.632400000000004,392.4883999999999,5.897700000000003,97.63900000000007,84.45230000000004,15.831300000000008
0.0,383.55270000000036,127.35419999999998,233.17289999999986,293.2302999999997,163.79410000000013,246.42860000000016,174.86599999999996,484.4028000000005,46.8535,408.44100000000026,5.467899999999993,103.87660000000007,70.97550000000001,10.59040000000001
0.0,345.7209999999999,180.1011000000003,242.36529999999988,0.0,296.35749999999973,281.3475999999999,154.23850000000007,414.1700999999998,58.07609999999999,440.3298000000005,6.9968000000000075,0.0,81.79099999999998,23.606400000000008
354.0119000000001,281.1611000000002,152.3678000000002,226.1668000000001,369.1048999999998,216.9109000000001,240.40790000000015,155.0462,449.01290000000046,50.666300000000035,458.25100000000015,6.561099999999994,107.65730000000005,77.09830000000002,17.62719999999999
0.0,324.0112000000002,154.58630000000014,224.11960000000016,259.6896000000002,187.70509999999987,235.8294,157.65170000000012,421.6307000000002,43.91390000000001,441.1587000000003,5.768600000000004,105.74819999999998,72.10569999999993,13.244200000000008
0.0,269.25730000000016,174.82889999999995,255.31490000000008,298.54110000000014,158.21419999999986,307.7171999999996,208.80010000000013,523.2795999999997,56.35029999999999,425.6031999999999,5.767499999999999,92.42339999999996,77.54860000000004,18.260999999999992
0.0,0.0,201.49609999999979,0.0,0.0,0.0,16.2511,134.50089999999992,394.72320000000013,49.00360000000001,531.7870999999999,6.3087000000000035,0.0,87.18059999999997,0.0
0.0,379.7108,140.95040000000012,216.80699999999993,390.63779999999974,213.39000000000019,186.3411,159.47680000000008,456.09980000000013,49.47959999999996,423.1611000000001,6.357700000000005,107.0085000000001,71.85249999999995,15.086300000000008
0.0,212.1505999999999,168.4261000000002,246.95089999999985,217.8734,160.36299999999986,209.73360000000014,109.74189999999992,317.2697,52.3154,409.7468999999998,6.334600000000004,39.10810000000001,71.97660000000002,18.529000000000007
0.0,372.9439,163.99220000000017,282.53880000000004,290.5367,224.40339999999978,250.10119999999998,204.07839999999993,524.1328999999998,56.31349999999997,468.41900000000004,6.098199999999997,124.5331000000001,80.82220000000007,19.575999999999986
0.0,386.94079999999997,168.66369999999995,232.1368999999999,321.09930000000026,234.26470000000023,293.24180000000007,159.89730000000014,530.4461000000008,53.75740000000003,430.55709999999965,6.0147999999999975,101.70189999999997,73.71000000000002,17.230400000000017
0.0,400.1294,142.90430000000023,219.02959999999993,283.56310000000013,197.42629999999994,199.66320000000005,162.88239999999996,420.3732000000003,53.20330000000002,421.99879999999956,5.944500000000008,104.08720000000005,72.65200000000003,12.443200000000015
326.42689999999993,354.09739999999954,182.70359999999997,278.4338,489.29670000000004,161.32890000000015,294.55890000000045,194.84230000000002,428.1590999999997,56.611400000000025,462.7947000000003,5.588599999999998,91.2224,87.98220000000003,19.247999999999994
449.5350999999997,283.36760000000004,150.56229999999996,238.66880000000012,313.9208999999999,204.02419999999992,264.58380000000045,192.86539999999985,450.04860000000025,51.202999999999996,439.3278999999997,6.553600000000006,102.90659999999993,83.83849999999997,19.875200000000014
0.0,400.1294,142.90430000000023,219.02959999999993,283.56310000000013,197.42629999999994,199.66320000000005,162.88239999999996,420.3732000000003,53.20330000000002,421.99879999999956,5.944500000000008,104.08720000000005,72.65200000000003,12.443200000000015
103.94249999999998,413.0796000000004,204.61540000000002,305.9138,531.8112000000002,193.0466,380.6883,213.8455,502.6409,76.66520000000008,493.05249999999984,6.720700000000004,132.64200000000002,91.19980000000001,25.40499999999999
91.99970000000002,280.17409999999995,155.1083999999999,236.41270000000014,405.2274999999999,216.6947000000001,274.32790000000017,197.17939999999987,396.20689999999996,50.53279999999997,431.3528999999996,6.588100000000005,99.11489999999995,79.08530000000007,20.988700000000016
