pasta,legumes,bread,flour,rice,groats,potatoes,сucumbers_tomatoes,vegetables,roots,сabbage,fruit,sugar,candy,biscuits
111.86440000000002,136.67819999999983,95.71970000000003,40.05510000000002,69.38029999999998,56.67160000000003,26.976499999999973,169.9013999999999,40.81329999999997,49.21240000000002,27.2271,163.52200000000002,43.11590000000003,328.4568000000001,205.42789999999997
62.57399999999993,80.4013,64.10430000000007,26.844300000000022,67.05140000000003,40.59739999999999,21.0566,168.1953000000002,28.63219999999995,33.1054,27.240399999999987,82.22899999999996,43.945499999999974,284.6007,151.5450000000001
62.31269999999996,74.69759999999998,61.459400000000024,29.676000000000013,60.33519999999996,43.112999999999985,24.558199999999996,160.28280000000012,25.2153,29.532500000000013,28.04579999999999,68.981,43.300099999999986,265.558,148.3993
59.59820000000003,82.72010000000004,64.75999999999993,31.16460000000003,69.99399999999994,35.88229999999999,25.561199999999985,163.80619999999988,31.665300000000002,34.32209999999999,34.60850000000003,74.08699999999993,41.74400000000001,254.06690000000006,132.57280000000014
70.70959999999994,84.53480000000002,59.642099999999985,25.353500000000004,67.80150000000005,40.75070000000001,20.2572,152.7737999999999,21.844900000000003,35.410800000000044,26.683500000000016,82.35000000000002,47.167199999999994,234.2180000000001,153.1074
62.864699999999914,75.08999999999997,60.36309999999997,28.500900000000033,62.22080000000001,40.86789999999997,20.559900000000034,165.11239999999984,25.39409999999995,36.40459999999999,33.54280000000003,73.71999999999991,41.56439999999997,251.64099999999985,147.36099999999996
67.31790000000007,84.87190000000008,64.74160000000002,32.58259999999999,68.1955,39.93729999999996,24.22210000000002,164.4292999999999,30.15240000000002,37.21309999999997,29.563999999999982,75.51700000000005,43.757599999999975,265.2597999999999,149.90289999999996
74.80299999999997,86.58079999999998,66.98129999999999,32.6538,74.9033,43.22859999999998,23.09029999999999,160.5586000000001,30.02300000000001,36.86600000000004,32.336800000000025,72.13700000000001,42.30100000000005,279.2649,166.83730000000003
82.6451000000001,102.18589999999993,98.36770000000016,33.11010000000001,81.40299999999992,57.18820000000001,25.295900000000003,165.35670000000002,29.52759999999998,41.67000000000001,30.637600000000017,72.62000000000002,42.75660000000004,347.0306999999997,185.60750000000016
68.70420000000009,85.28990000000002,58.81090000000004,31.039,65.56349999999996,41.415999999999976,18.69530000000002,152.7293,28.96319999999998,35.14580000000001,27.28540000000001,72.22500000000008,42.40469999999999,275.00019999999984,156.81449999999984
57.141200000000026,95.60349999999998,71.71809999999996,30.03120000000001,54.098599999999976,34.58319999999998,27.675200000000007,153.548,27.70829999999998,53.339200000000034,37.314499999999946,100.8990000000001,49.760800000000025,292.4964000000002,183.2363999999999
99.5400000000001,123.5381000000001,88.16199999999998,37.52470000000004,95.03349999999999,64.50300000000004,25.76039999999999,192.51599999999988,32.84030000000002,46.046699999999994,31.981800000000007,83.25,45.5112,387.26030000000014,210.60440000000017
63.618199999999916,80.02610000000003,57.1431,33.696699999999986,61.15059999999994,39.17929999999995,19.6042,162.03449999999992,30.67660000000003,31.8615,36.25620000000003,73.86699999999992,42.53619999999999,257.5781000000001,119.50579999999991
65.3924,82.22980000000001,61.7854,31.77400000000002,70.17600000000002,41.549900000000015,24.870300000000015,155.55559999999997,31.799599999999977,36.666599999999974,27.817399999999992,75.96900000000001,42.28659999999995,270.7775999999998,149.85240000000007
59.735899999999944,73.00810000000008,57.85979999999996,30.785000000000018,61.14780000000007,40.115100000000034,24.07809999999998,162.4777999999999,24.841700000000024,26.34240000000004,27.894200000000016,69.90100000000008,44.08000000000002,252.03129999999982,151.07150000000007
62.63639999999996,83.83959999999999,61.161100000000005,27.31510000000001,64.14889999999993,36.21699999999999,25.120900000000002,159.31300000000007,28.809199999999983,35.99990000000003,37.44560000000002,73.43899999999994,36.44409999999999,273.2606999999999,158.26870000000014
71.69669999999999,85.55230000000005,58.490700000000025,29.499500000000015,72.34660000000004,41.91210000000001,21.72459999999999,161.68390000000008,27.352899999999973,33.90790000000001,33.11140000000006,71.20700000000008,45.26960000000001,277.28440000000023,146.84299999999996
66.79080000000006,93.63669999999989,71.86570000000009,29.95819999999999,57.308900000000015,37.61640000000004,25.311900000000033,153.74499999999995,22.158299999999993,38.49400000000005,18.891500000000022,98.39099999999999,43.88719999999999,240.8558,161.27869999999996
56.98949999999999,79.49130000000005,61.57820000000003,28.325799999999994,59.97070000000005,41.19359999999999,23.879799999999992,160.62610000000012,22.713000000000008,26.073900000000013,27.628400000000006,68.22100000000002,43.14369999999994,254.14210000000006,151.11580000000012
64.2391,83.98360000000001,67.19529999999996,28.133900000000008,66.40679999999996,42.563900000000004,23.273700000000034,136.22510000000008,33.4503,37.967599999999976,33.17250000000005,74.22400000000002,42.434700000000014,262.53459999999984,142.22510000000005
61.41539999999997,77.46559999999998,58.17100000000001,30.68500000000001,65.13239999999998,40.40209999999997,18.55,145.71530000000007,27.49369999999999,32.78049999999997,26.414300000000022,70.71300000000001,44.10119999999998,230.9918999999999,147.45729999999998
91.91870000000003,106.40710000000004,69.23709999999997,36.017300000000006,85.29839999999992,54.50040000000003,23.904100000000003,193.0953000000003,31.22990000000001,31.165899999999993,30.76429999999998,95.32600000000001,53.67439999999997,332.2001999999998,200.21619999999993
76.06729999999999,75.13239999999998,55.0987,33.425499999999964,61.325999999999915,41.3086,27.80659999999998,162.8828999999999,35.038100000000036,30.122500000000013,40.591299999999976,67.03500000000007,46.66310000000001,254.10080000000002,157.0712
97.06000000000003,172.36450000000008,70.9604,48.8703,108.20219999999999,85.79999999999993,49.01830000000002,232.60129999999998,54.27359999999998,63.403400000000026,54.16019999999999,145.99199999999993,61.53100000000005,431.6119000000001,249.15609999999975
135.35760000000016,15.2526,90.7888,26.8215,93.09770000000005,76.83020000000006,72.34959999999997,422.3912000000001,70.93890000000005,89.93640000000003,77.2553,227.7090000000001,85.35839999999995,541.6570999999997,294.75469999999996
81.21130000000002,96.65940000000008,67.79619999999993,32.711900000000014,85.69299999999997,51.49380000000006,23.183199999999978,184.41199999999986,28.75629999999998,30.977500000000024,27.464400000000015,83.86999999999995,49.17530000000001,300.5937999999998,176.25879999999995
